MAPINFO_ID	ID_VEICULO	ID_ACIDENT	TIPO_VEICU	SEXO_CONDU	IDADE_COND	CATEGORIA_	USA_CINTO_	EST_ALCOOL	ESCOLARIDA
26625	01	D101500440	MO	M	48	SI		SI	7
26626	02	D101500440	AU	M	35	SI		SI	8
26627	01	D101500441	MO	M	30	SI		SI	5
26628	01	D101500442	MO	M	32	SI		SI	3
26629	02	D101500442	AU	F	45	SI		SI	8
26630	01	D101500443	MO	M	37	SI		NA	5
26631	02	D101500443	AU	M	54	SI		NA	3
26632	01	D101500444	MO	M	SI	NE		SI	8
26633	02	D101500444	AU	F	SI	SI		SI	7
26634	01	D101500445	AU	F	42	HA		NA	7
26635	01	D101500446	MO	M	27	SI		SI	5
26636	02	D101500446	AU	M	41	SI		SI	3
26637	01	D101500447	MO	M	SI	SI		SI	5
26638	02	D101500447	AU	X	SI	SI		SI	8
26639	01	D101500448	MO	M	SI	SI		NA	5
26640	02	D101500448	AU	M	SI	SI		NA	3
26641	01	D101500449	SI	X	SI	SI		SI	8
26642	01	D101500450	SI	M	SI	SI		SI	8
26643	01	D101500451	MO	F	SI	SI		NA	7
26644	02	D101500451	MO	X	SI	SI		SI	8
26645	01	D101500452	MO	M	SI	SI		NA	8
26646	02	D101500452	MO	F	SI	SI		SI	8
26647	01	D101500453	MO	F	53	SI		NA	3
26648	02	D101500453	AU	F	26	SI		NA	8
26649	01	D101500454	MO	M	33	HA		SI	5
26650	02	D101500454	MO	M	47	HA		NA	5
26651	01	D101500455	MO	M	22	SI		SI	3
26652	02	D101500455	AU	M	30	SI		SI	3
26653	01	D101500456	MO	M	22	HA		NA	8
26654	02	D101500456	AU	M	28	HA		NA	7
26655	01	D101500457	MO	M	39	SI		SI	5
26656	02	D101500457	AU	M	27	SI		SI	5
26657	01	D101500458	MO	M	25	SI		SI	5
26658	02	D101500458	AU	M	43	SI		SI	3
26659	01	D101500459	MO	M	20	SI		SI	8
26660	02	D101500459	AU	F	41	SI		SI	7
26661	01	D101500460	CM	M	47	SI		SI	3
26662	01	D101500461	BI	M	34	HA		NA	7
26663	01	D101500462	MO	F	43	SI		SI	8
26664	02	D101500462	AU	M	26	SI		SI	2
26665	01	D101500463	AU	M	55	SI		SI	3
26666	02	D101500463	AU	M	37	SI		SI	8
26667	01	D101500464	AU	M	SI	SI		SI	3
26668	01	D101500465	OT	F	33	SI		SI	8
26669	01	D101500466	MO	M	22	SI		SI	5
26670	01	D101500467	MO	M	17	IN		SI	3
26671	02	D101500467	AU	M	20	HA		NA	5
26672	01	D101500468	MO	M	SI	SI		SI	4
26673	01	D101500469	MO	M	SI	HA		NA	3
26674	02	D101500469	AU	F	SI	SI		SI	8
26675	01	D101500470	MO	M	27	SI		SI	3
26676	02	D101500470	AU	F	21	SI		SI	8
26677	01	D101500471	CA	M	64	SI		SI	3
26678	02	D101500471	BI	M	51	SI		SI	2
26679	01	D101500472	SI	X	SI	SI		NA	8
26680	01	D101500473	MO	M	25	IN		SI	5
26681	03	D101500473	AU	M	50	IN		SI	3
26682	02	D101500473	CM	M	40	HA		SI	7
26683	01	D101500474	MO	M	SI	SI		NA	6
26684	02	D101500474	AU	M	SI	SI		SI	8
26685	01	D101500475	MO	M	33	SI		SI	3
26686	02	D101500475	OT	M	40	SI		SI	5
26687	01	D101500476	MO	M	24	SI		SI	5
26688	02	D101500476	AU	M	45	SI		SI	8
26689	01	D101500477	AU	M	24	HA		NA	5
26690	01	D101500478	MO	M	45	SI		SI	3
26691	02	D101500478	AU	M	59	IN		SI	3
26692	01	D101500479	CM	M	SI	SI		SI	8
26693	01	D101500480	MO	M	21	SI		SI	3
26694	02	D101500480	AU	M	38	SI		SI	3
26695	01	D101500481	MO	M	SI	SI		SI	8
26696	02	D101500481	AU	M	SI	SI		SI	5
26697	01	D101500482	MO	M	SI	SI		SI	8
26698	02	D101500482	AU	F	SI	SI		SI	7
26699	01	D101500483	MO	X	SI	SI		SI	8
26700	01	D101500484	MO	M	18	SI		SI	2
26701	01	D101500485	AU	F	SI	SI		SI	7
26702	02	D101500485	AU	X	SI	SI		SI	8
26703	01	D101500487	MO	M	SI	HA		SI	5
26704	02	D101500487	SI	F	SI	SI		SI	8
26705	01	D101500488	MO	F	SI	HA		NA	3
26706	02	D101500488	AU	X	SI	SI		SI	8
26707	01	D101500489	AU	M	46	SI		NA	7
26708	02	D101500489	AU	F	38	SI		NA	5
26709	01	D101500490	AU	M	32	SI		SI	3
26710	01	D101500491	MO	M	SI	SI		SI	3
26711	02	D101500491	AU	M	SI	SI		SI	4
26712	01	D101500492	AU	F	SI	SI		SI	8
26713	02	D101500492	CM	M	SI	SI		SI	5
26714	01	D101500493	AU	M	SI	SI		SI	8
26715	02	D101500493	MO	M	SI	SI		SI	6
26716	01	D101500494	MO	F	SI	SI		SI	5
26717	01	D101500495	ON	M	SI	SI		SI	3
26718	01	D101500496	MO	M	19	SI		SI	2
26719	02	D101500496	CM	M	41	SI		SI	7
26720	01	D101500497	AU	M	SI	SI		NA	5
26721	01	D101500498	MO	M	32	HA		NA	7
26722	01	D101500499	MO	M	29	SI		SI	5
26723	01	D101500500	AU	F	SI	SI		SI	7
26724	01	D101500501	MO	M	38	SI		SI	3
26725	01	D101500502	AU	F	42	SI		SI	8
26726	01	D101500503	CA	M	SI	SI		SI	8
26727	01	D101500504	AU	F	58	HA		NA	7
26728	01	D101500505	SI	X	SI	SI		SI	8
26729	01	D101500506	AU	M	SI	SI		SI	1
26730	01	D101500507	MO	M	SI	SI		SI	1
26731	02	D101500507	MO	M	SI	SI		SI	8
26732	01	D101500508	MO	M	27	SI		SI	5
26733	02	D101500508	AU	F	48	SI		SI	7
26734	01	D101500509	AU	M	23	SI		SI	5
26735	03	D101500509	AU	M	27	SI		SI	5
26736	02	D101500509	AU	M	23	SI		SI	3
26737	01	D101500510	AU	M	29	SI		NA	3
26738	01	D101500511	CM	M	27	SI		SI	5
26739	01	D101500512	MO	M	SI	SI		NA	8
26740	01	D101500513	SI	X	SI	SI		SI	8
26741	01	D101500514	MO	M	40	SI		SI	3
26742	02	D101500514	ON	M	43	SI		SI	2
26743	01	D101500515	CM	M	53	SI		SI	3
26744	01	D101500516	MO	M	SI	SI		NA	7
26745	02	D101500516	AU	X	SI	SI		SI	8
26746	01	D101500517	MO	M	37	SI		SI	3
26747	02	D101500517	CM	M	35	SI		SI	8
26748	01	D101500518	MO	M	SI	SI		SI	5
26749	02	D101500518	CM	M	SI	SI		SI	3
26750	01	D101500519	MO	M	23	SI		SI	2
26751	02	D101500519	CA	M	69	SI		SI	3
26752	01	D101500520	MO	M	22	SI		SI	4
26753	01	D101500521	MO	F	28	SI		SI	8
26754	01	D101500522	AU	M	SI	SI		SI	4
26755	02	D101500522	AU	X	SI	SI		SI	8
26756	01	D101500523	CM	M	36	SI		AA	8
26757	01	D101500524	AU	M	31	SI		SI	5
26758	01	D101500525	AU	M	42	SI		SI	5
26759	01	D101500526	MO	F	33	HA		NA	8
26760	02	D101500526	MO	M	28	HA		NA	7
26761	01	D101500527	MO	M	32	SI		SI	7
26762	01	D101500528	AU	M	SI	HA		NA	3
26763	02	D101500528	AU	X	SI	SI		NA	8
26764	01	D101500529	MO	M	SI	SI		NA	5
26765	02	D101500529	AU	F	SI	SI		SI	7
26766	01	D101500530	AU	M	22	IN		SI	3
26767	01	D101500531	AU	M	SI	SI		SI	8
26768	02	D101500531	AU	X	SI	SI		SI	8
26769	01	D101500532	AU	M	SI	SI		SI	8
26770	02	D101500532	AU	M	SI	SI		SI	8
26771	01	D101500533	AU	M	34	HA		NA	2
26772	01	D101500534	SI	X	SI	SI		SI	8
26773	01	D101500535	MO	M	37	SI		SI	3
26774	02	D101500535	AU	M	43	SI		NA	7
26775	01	D101500536	ON	M	39	SI		SI	3
26776	01	D101500537	MO	M	35	HA		SI	5
26777	02	D101500537	AU	M	24	IN		SI	5
26778	01	D101500538	ON	M	47	SI		NA	5
26779	01	D101500539	CM	M	34	SI		SI	7
26780	01	D101500540	MO	F	SI	HA		NA	5
26781	02	D101500540	AU	X	SI	SI		SI	8
26782	01	D101500541	MO	M	SI	SI		SI	8
26783	02	D101500541	MO	M	SI	SI		SI	5
26784	01	D101500542	MC	M	SI	SI		NA	8
26785	01	D101500543	AU	F	SI	SI		NA	8
26786	02	D101500543	MO	M	SI	SI		SI	8
26787	01	D101500544	AU	M	SI	SI		SI	8
26788	02	D101500544	AU	M	SI	SI		SI	8
26789	01	D101500545	MO	M	40	HA		NA	3
26790	02	D101500545	AU	M	25	HA		NA	5
26791	01	D101500546	MO	M	19	SI		SI	3
26792	02	D101500546	AU	M	23	SI		SI	3
26793	01	D101500547	AU	M	32	HA		SI	8
26794	03	D101500547	AU	F	44	HA		SI	5
26795	02	D101500547	AU	M	56	HA		SI	7
26796	01	D101500548	MO	M	27	SI		SI	5
26797	02	D101500548	AU	M	42	SI		SI	5
26798	01	D101500549	MO	M	SI	SI		SI	5
26799	02	D101500549	AU	F	SI	SI		SI	8
26800	01	D101500550	AU	F	62	SI		SI	8
26801	02	D101500550	CM	M	33	SI		SI	7
26802	01	D101500551	AU	F	20	SI		SI	6
26803	01	D101500552	MC	X	SI	SI		NA	8
26804	02	D101500552	MO	M	SI	SI		NA	5
26805	01	D101500553	MO	M	30	SI		SI	3
26806	02	D101500553	AU	M	45	SI		SI	8
26807	01	D101500554	AU	X	SI	SI		SI	8
26808	03	D101500554	AU	X	SI	SI		SI	8
26809	02	D101500554	AU	M	SI	IN		SA	3
26810	05	D101500554	CM	F	SI	SI		SI	8
26811	04	D101500554	CM	X	SI	SI		SI	8
26812	01	D101500555	CM	M	SI	SI		SI	8
26813	01	D101500556	MO	M	SI	SI		SI	3
26814	02	D101500556	SI	X	SI	SI		SI	8
26815	01	D101500557	AU	M	45	SI		AA	3
26816	01	D101500558	AU	M	19	SI		SI	3
26817	02	D101500558	OT	M	27	SI		NA	3
26818	01	D101500559	AU	M	39	SI		SI	7
26819	02	D101500559	ON	M	36	SI		SI	8
26820	01	D101500560	MO	F	SI	SI		SI	3
26821	02	D101500560	AU	F	SI	SI		SI	8
26822	01	D101500561	AU	M	26	SI		SI	8
26823	02	D101500561	CM	M	35	SI		SI	8
26824	01	D101500562	MO	M	35	SI		NA	3
26825	02	D101500562	AU	M	55	SI		NA	2
26826	01	D101500563	AU	M	22	SI		SI	7
26827	02	D101500563	MO	M	28	SI		NA	5
26828	01	D101500564	AU	X	SI	SI		SI	8
26829	01	D101500565	AU	F	58	SI		SI	7
26830	02	D101500565	MO	M	29	SI		SI	3
26831	01	D101500566	AU	M	34	SI		SI	5
26832	01	D101500567	MC	M	30	SI		NA	8
26833	02	D101500567	CA	M	41	SI		NA	5
26834	01	D101500568	MO	M	SI	SI		SI	5
26835	02	D101500568	OT	M	SI	SI		SI	8
26836	01	D101500569	MO	M	SI	HA		NA	5
26837	02	D101500569	AU	X	SI	SI		SI	8
26838	01	D101500570	AU	M	19	SI		SI	3
26839	01	D101500571	MO	M	SI	SI		SI	5
26840	02	D101500571	AU	M	SI	SI		SI	7
26841	01	D101500572	MO	F	SI	SI		SI	8
26842	01	D101500573	MO	F	SI	SI		SI	6
26843	03	D101500573	CM	M	SI	SI		SI	7
26844	02	D101500573	VA	X	SI	SI		SI	8
26845	01	D101500574	AU	F	44	SI		NA	8
26846	01	D101500575	MO	M	21	SI		SI	3
26847	02	D101500575	AU	F	34	SI		SI	5
26848	01	D101500577	MO	M	36	SI		SI	5
26849	02	D101500577	AU	M	27	SI		SI	7
26850	01	D101500578	MO	M	51	HA		NA	5
26851	02	D101500578	AU	M	33	HA		NA	2
26852	01	D101500579	MO	M	26	SI		NA	5
26853	02	D101500579	AU	M	51	SI		SI	3
26854	01	D101500580	ON	M	20	SI		SI	3
26855	02	D101500580	MO	M	53	SI		SI	5
26856	01	D101500581	AU	M	31	SI		SI	5
26857	02	D101500581	AU	F	39	SI		SI	7
26858	01	D101500582	ON	M	41	SI		NA	8
26859	01	D101500583	MO	M	21	SI		SI	5
26860	01	D101500584	MO	M	SI	SI		SI	8
26861	02	D101500584	AU	M	SI	SI		SI	3
26862	01	D101500585	MO	M	SI	SI		SI	3
26863	02	D101500585	AU	M	SI	SI		SI	8
26864	01	D101500586	MO	M	23	SI		SI	5
26865	02	D101500586	CM	M	57	SI		SI	3
26866	01	D101500587	MO	M	27	SI		SI	7
26867	02	D101500587	CM	F	60	SI		SI	7
26868	01	D101500588	MO	M	35	SI		SI	3
26869	02	D101500588	ON	M	26	SI		SI	5
26870	01	D101500589	MO	M	36	SI		SI	5
26871	01	D101500590	MO	M	35	SI		SI	3
26872	02	D101500590	AU	M	30	SI		SI	7
26873	01	D101500591	ON	M	SI	SI		NA	8
26874	02	D101500591	CM	M	SI	SI		SI	4
26875	01	D101500592	MO	M	31	SI		SI	5
26876	02	D101500592	AU	M	38	SI		SI	5
26877	01	D101500593	MO	M	SI	SI		SI	5
26878	02	D101500593	AU	X	SI	SI		SI	8
26879	03	D101500593	CA	M	SI	SI		SI	8
26880	01	D101500594	MO	M	SI	HA		NA	5
26881	03	D101500594	AU	M	SI	HA		NA	5
26882	02	D101500594	AU	F	SI	HA		NA	7
26883	05	D101500594	AU	M	SI	SI		SI	8
26884	04	D101500594	CM	M	SI	HA		NA	5
26885	01	D101500595	AU	M	25	SI		SI	5
26886	02	D101500595	AU	M	27	SI		SI	2
26887	01	D101500596	AU	M	19	SI		SI	3
26888	03	D101500596	AU	M	24	SI		SI	5
26889	02	D101500596	AU	M	36	SI		SI	8
26890	01	D101500597	AU	F	44	SI		SI	7
26891	02	D101500597	CM	M	52	SI		SI	3
26892	01	D101500598	MC	M	40	SI		SI	5
26893	01	D101500599	AU	F	33	SI		SI	5
26894	02	D101500599	BI	M	23	SI		SI	7
26895	01	D101500600	MO	M	SI	HA		NA	5
26896	02	D101500600	SI	F	SI	SI		SI	8
26897	01	D101500601	AU	X	SI	SI		SI	8
26898	01	D101500602	MO	M	SI	SI		SI	5
26899	01	D101500603	MO	M	SI	SI		SI	8
26900	02	D101500603	MO	X	SI	SI		SI	8
26901	01	D101500604	MO	M	SI	SI		SI	7
26902	02	D101500604	AU	M	SI	SI		SI	8
26903	01	D101500605	ON	M	48	HA		NA	3
26904	01	D101500606	MO	F	43	SI		SI	3
26905	03	D101500606	AU	M	28	SI		SI	5
26906	02	D101500606	AU	M	33	SI		SI	7
26907	01	D101500607	MO	M	SI	SI		SI	6
26908	02	D101500607	CM	M	SI	SI		SI	8
26909	01	D101500608	AU	M	27	SI		SI	7
26910	02	D101500608	AU	M	59	SI		SI	7
26911	01	D101500609	MO	M	25	SI		NA	5
26912	01	D101500610	MO	M	29	SI		SI	7
26913	02	D101500610	AU	M	66	SI		SI	5
26914	01	D101500611	AU	M	24	HA		NA	5
26915	01	D101500612	ON	M	40	SI		SI	3
26916	02	D101500612	ON	M	48	SI		SI	3
26917	01	D101500613	MO	X	SI	SI		SI	8
26918	01	D101500614	MO	M	SI	SI		NA	5
26919	01	D101500615	MO	M	39	SI		SI	3
26920	02	D101500615	MO	M	38	SI		SI	2
26921	01	D101500616	CM	M	SI	SI		SI	5
26922	02	D101500616	MO	X	SI	SI		SI	8
26923	01	D101500617	AU	M	21	HA		SA	5
26924	01	D101500618	AU	M	SI	SI		NA	5
26925	02	D101500618	CM	M	SI	SI		SI	7
26926	01	D101500619	MO	M	20	SI		NA	3
26927	01	D101500620	MO	M	38	SI		SI	5
26928	01	D101500621	MO	M	30	SI		SI	5
26929	03	D101500621	MO	M	48	SI		SI	3
26930	02	D101500621	AU	M	35	SI		SI	4
26931	01	D101500622	MO	M	SI	SI		SI	2
26932	02	D101500622	MO	M	SI	SI		SI	3
26933	01	D101500622	MO	M	SI	HA		NA	2
26934	02	D101500622	SI	X	SI	SI		SI	8
26935	03	D101500622	MO	X	SI	SI		SI	3
26939	01	D101500623	AU	F	38	SI		NA	5
26940	01	D101500624	MO	M	41	SI		SI	5
26941	01	D101500625	MO	M	37	SI		SI	5
26942	02	D101500625	AU	M	45	SI		SI	7
26943	01	D101500626	MO	M	21	SI		NA	5
26944	02	D101500626	AU	M	23	SI		NA	5
26945	01	D101500627	AU	M	78	HA		NA	8
26946	01	D101500628	MO	M	17	SI		SI	3
26947	02	D101500628	CM	M	48	SI		SI	8
26948	01	D101500629	MO	M	28	SI		SI	3
26949	02	D101500629	MO	M	43	SI		SI	8
26950	01	D101500630	OT	X	SI	SI		SI	8
26951	02	D101500630	MO	X	SI	SI		SI	8
26952	01	D101500631	MO	M	31	HA		NA	7
26953	02	D101500631	AU	F	25	HA		NA	8
26954	01	D101500632	MO	M	SI	SI		SI	8
26955	01	D101500633	MO	M	25	SI		SI	5
26956	02	D101500633	CM	M	44	SI		SI	3
26957	01	D101500634	MO	M	SI	SI		SI	8
26958	01	D101500635	AU	M	SI	SI		SI	2
26959	01	D101500636	MO	M	SI	SI		SI	8
26960	02	D101500636	CM	M	SI	SI		SI	8
26961	01	D101500637	MO	M	20	SI		SI	3
26962	02	D101500637	CM	M	24	SI		SI	7
26963	01	D101500638	MO	M	27	SI		SI	5
26964	02	D101500638	MO	M	27	SI		SI	3
26965	01	D101500639	AU	M	41	SI		NA	5
26966	02	D101500639	AU	M	20	SI		NA	4
26967	01	D101500640	MO	M	43	SI		SI	5
26968	02	D101500640	AU	M	45	SI		SI	2
26969	01	D101500641	AU	M	SI	SI		SI	5
26970	02	D101500641	ON	M	SI	SI		SI	5
26971	01	D101500642	AU	M	38	SI		SI	7
26972	02	D101500642	CM	M	25	SI		SI	5
26973	01	D101500643	MO	M	23	SI		SI	3
26974	01	D101500644	MO	M	SI	SI		NA	3
26975	02	D101500644	AU	X	SI	SI		SI	8
26976	01	D101500645	MO	M	19	SI		NA	3
26977	02	D101500645	AU	F	59	SI		NA	7
26978	01	D101500646	MO	M	30	SI		SI	3
26979	02	D101500646	MO	M	34	SI		SI	3
26980	01	D101500647	MO	M	19	SI		SI	5
26981	02	D101500647	OT	M	32	SI		SI	8
26982	01	D101500648	ON	M	46	HA		NA	2
26983	01	D101500649	MO	M	29	NE		NA	3
26984	01	D101500650	MO	M	SI	SI		SI	5
26985	02	D101500650	AU	F	SI	SI		SI	8
26986	01	D101500651	MO	M	38	SI		SI	5
26987	01	D101500652	MO	M	SI	SI		NA	6
26988	01	D101500653	MO	M	22	HA		NA	3
26989	01	D101500654	MO	M	SI	SI		NA	8
26990	02	D101500654	MO	M	SI	SI		NA	3
26991	01	D101500655	MO	M	29	IN		NA	5
26992	01	D101500656	MO	M	SI	SI		SI	5
26993	02	D101500656	AU	M	SI	SI		SI	8
26994	01	D101500657	AU	F	SI	SI		SI	8
26995	02	D101500657	AU	F	SI	SI		SI	7
26996	01	D101500658	AU	M	45	SI		SI	5
26997	01	D101500659	ON	M	29	HA		NA	8
26998	02	D101500659	MO	M	23	HA		NA	4
26999	01	D101500660	AU	M	30	SI		NA	5
27000	01	D101500661	AU	M	SI	SI		NA	8
27001	01	D101500662	MO	M	36	SI		NA	5
27002	02	D101500662	AU	F	61	SI		NA	5
27003	01	D101500663	MO	M	23	SI		SI	5
27004	02	D101500663	CM	M	57	SI		SI	3
27005	01	D101500664	MO	M	45	SI		SI	2
27006	02	D101500664	CM	M	21	SI		SI	3
27007	01	D101500665	MO	M	32	SI		SI	5
27008	02	D101500665	AU	F	36	SI		SI	5
27009	01	D101500666	MO	M	22	SI		SI	5
27010	02	D101500666	ON	M	40	SI		SI	3
27011	01	D101500667	AU	F	27	SI		SI	7
27012	01	D101500668	CM	M	SI	SI		NA	3
27013	01	D101500669	MO	M	20	SI		NA	8
27014	01	D101500670	AU	M	50	SI		SI	2
27015	02	D101500670	MO	M	22	SI		SI	5
27016	01	D101500671	SI	X	SI	SI		SI	8
27017	01	D101500672	AU	M	30	SI		SI	3
27018	01	D101500673	CM	M	30	SI		SI	5
27019	01	D101500674	AU	M	26	SI		SI	6
27020	01	D101500675	MO	M	27	SI		SI	7
27021	02	D101500675	AU	M	49	SI		SI	5
27022	01	D101500676	ON	M	48	SI		SI	3
27023	01	D101500677	AU	M	34	SI		SI	8
27024	02	D101500677	ON	M	48	SI		SI	2
27025	01	D101500678	MO	M	SI	HA		NA	5
27026	02	D101500678	AU	X	SI	SI		SI	8
27027	01	D101500679	MO	M	SI	SI		NA	5
27028	02	D101500679	AU	X	SI	SI		SI	8
27029	01	D101500680	ON	M	48	SI		NA	3
27030	01	D101500681	MO	M	42	SI		NA	8
27031	03	D101500681	MO	M	34	SI		NA	8
27032	02	D101500681	AU	F	33	SI		NA	8
27033	01	D101500682	AU	M	26	SI		NA	3
27034	02	D101500682	MO	M	35	SI		NA	3
27035	01	D101500683	MO	M	SI	SI		NA	3
27036	02	D101500683	AU	F	SI	SI		SI	8
27037	01	D101500684	MO	M	SI	HA		NA	6
27038	02	D101500684	AU	M	SI	SI		SI	7
27039	01	D101500685	MO	M	SI	SI		SI	5
27040	02	D101500685	AU	X	SI	SI		SI	8
27041	01	D101500686	MO	M	SI	SI		SI	8
27042	03	D101500686	MO	M	SI	SI		SI	8
27043	02	D101500686	MO	M	SI	SI		SI	8
27044	01	D101500687	ON	M	41	SI		SI	8
27045	01	D101500688	MO	M	22	SI		SI	3
27046	02	D101500688	OT	M	48	SI		SI	3
27047	01	D101500689	MO	F	SI	SI		SI	7
27048	02	D101500689	OT	X	SI	SI		SI	8
27049	01	D101500690	AU	M	18	IN		SI	3
27050	01	D101500691	AU	X	SI	SI		SI	8
27051	01	D101500692	MO	M	SI	HA		NA	8
27052	02	D101500692	AU	M	SI	HA		NA	3
27053	01	D101500693	MO	M	SI	HA		SA	7
27054	02	D101500693	AU	M	SI	HA		NA	8
27055	01	D101500694	AU	M	22	SI		SI	6
27056	01	D101500695	AU	M	43	SI		NA	5
27057	03	D101500695	AU	M	26	SI		NA	3
27058	02	D101500695	OT	M	26	SI		NA	3
27059	01	D101500696	AU	F	SI	SI		SI	8
27060	02	D101500696	BI	M	SI	HA		NA	7
27061	01	D101500697	AU	M	SI	SI		SI	3
27062	01	D101500698	AU	F	28	SI		NA	7
27063	02	D101500698	AU	F	49	SI		NA	3
27064	01	D101500699	MO	F	SI	SI		SI	3
27065	02	D101500699	AU	M	SI	SI		SI	8
27066	01	D101500700	CM	M	26	SI		SI	5
27067	01	D101500701	AU	M	53	SI		SI	3
27068	01	D101500702	MO	M	22	SI		SI	5
27069	02	D101500702	MO	M	19	SI		SI	8
27070	01	D101500703	AU	F	SI	SI		SI	7
27071	02	D101500703	BI	M	SI	SI		SI	3
27072	01	D101500704	MO	M	SI	SI		SI	7
27073	02	D101500704	AU	X	SI	SI		NA	7
27074	01	D101500705	ON	M	36	HA		NA	5
27075	02	D101500705	ON	M	43	HA		NA	5
27076	01	D101500706	AU	M	SI	SI		SI	5
27077	01	D101500707	AU	F	27	SI		SI	3
27078	01	D101500708	MO	M	20	SI		SI	8
27079	01	D101500709	MO	M	34	SI		SI	8
27080	02	D101500709	MC	M	67	SI		SI	5
27081	01	D101500710	MO	M	23	SI		NA	2
27082	01	D101500711	MO	M	SI	SI		SI	5
27083	02	D101500711	CM	M	SI	SI		SI	3
27084	01	D101500712	MO	M	33	SI		NA	8
27085	02	D101500712	AU	M	68	SI		NA	3
27086	01	D101500713	MO	M	23	SI		SI	3
27087	02	D101500713	OT	M	44	SI		SI	8
27088	01	D101500714	SI	X	SI	SI		SI	8
27089	01	D101500715	AU	M	22	SI		SI	5
27090	01	D101500716	MO	M	SI	SI		SI	3
27091	02	D101500716	AU	M	SI	SI		SI	8
27092	01	D101500717	AU	M	39	SI		NA	8
27093	01	D101500718	MO	M	30	SI		SI	5
27094	02	D101500718	AU	F	36	SI		SI	7
27095	01	D101500719	MO	F	39	HA		NA	5
27096	02	D101500719	AU	M	24	HA		NA	6
27097	01	D101500720	MO	M	27	SI		SI	5
27098	01	D101500721	MO	M	35	SI		SI	3
27099	02	D101500721	AU	M	58	SI		SI	3
27100	01	D101500722	AU	M	39	SI		SI	3
27101	02	D101500722	MO	M	29	SI		SI	3
27102	01	D101500723	CM	M	35	SI		SI	3
27103	02	D101500723	BI	M	16	SI		SI	3
27104	01	D101500725	MO	M	41	HA		NA	5
27105	02	D101500725	CM	M	23	HA		NA	3
27106	01	D101500726	MO	M	26	HA		NA	5
27107	02	D101500726	AU	M	37	HA		NA	2
27108	01	D101500727	AU	M	20	IN		SI	3
27109	01	D101500728	AU	M	69	HA		NA	5
27110	01	D101500730	MO	M	25	HA		NA	3
27111	02	D101500730	MO	M	28	HA		NA	3
27112	01	D101500731	MC	M	47	HA		NA	4
27113	01	D101500732	MO	M	SI	SI		SI	3
27114	02	D101500732	AU	X	SI	SI		SI	8
27115	01	D101500733	ON	F	SI	HA		NA	8
27116	02	D101500733	SI	X	SI	SI		SI	8
27117	01	D101500734	MO	M	SI	SI		SI	8
27118	02	D101500734	AU	F	SI	SI		SI	8
27119	01	D101500735	MO	F	SI	SI		NA	7
27120	02	D101500735	AU	M	SI	SI		NA	8
27121	01	D101500736	MO	F	SI	SI		SI	8
27122	02	D101500736	AU	X	SI	SI		SI	7
27123	01	D101500737	AU	X	52	HA		NA	3
27124	01	D101500738	AU	M	22	IN		NA	3
27125	01	D101500739	MO	M	20	HA		NA	8
27126	02	D101500739	MO	M	29	HA		NA	3
27127	01	D101500740	ON	M	50	SI		SI	5
27128	01	D101500741	MO	M	33	SI		SI	3
27129	02	D101500741	CM	M	53	SI		SI	5
27130	01	D101500742	MO	M	23	SI		SI	5
27131	02	D101500742	CM	M	35	SI		SA	5
27132	01	D101500743	MO	M	28	SI		SI	5
27133	02	D101500743	AU	M	63	SI		SI	8
27134	01	D101500744	AU	M	46	SI		SI	5
27135	02	D101500744	AU	M	35	SI		SI	3
27136	01	D101500746	MO	M	30	SI		SI	8
27137	02	D101500746	AU	M	37	SI		SI	8
27138	01	D101500747	MO	M	39	SI		SI	5
27139	02	D101500747	AU	F	33	SI		SI	7
27140	01	D101500748	ON	M	45	SI		SI	3
27141	01	D101500749	AU	M	33	SI		SI	8
27142	02	D101500749	BI	M	14	SI		SI	8
27143	01	D101500750	SI	X	SI	SI		SI	8
27144	01	D101500751	MO	M	24	SI		SI	5
27145	02	D101500751	AU	M	56	SI		SI	3
27146	01	D101500752	MO	M	28	SI		SI	5
27147	02	D101500752	ON	M	32	SI		SI	3
27148	01	D101500753	MO	M	SI	SI		SI	8
27149	02	D101500753	MO	M	SI	HA		NA	8
27150	01	D101500754	MO	M	48	SI		NA	7
27151	02	D101500754	AU	M	44	SI		NA	7
27152	01	D101500755	MO	M	15	IN		NA	1
27153	02	D101500755	AU	M	25	HA		NA	5
27154	01	D101500756	AU	M	31	SI		SI	5
27155	01	D101500757	AU	M	23	SI		SI	3
27156	02	D101500757	BI	M	30	SI		SI	3
27157	01	D101500758	MO	M	29	HA		NA	5
27158	03	D101500758	AU	M	21	HA		NA	3
27159	02	D101500758	AU	M	57	HA		NA	7
27160	01	D101500759	MO	M	24	SI		SI	5
27161	02	D101500759	AU	F	19	SI		SI	3
27162	01	D101500760	AU	X	SI	SI		SI	8
27163	01	D101500760	OT	F	SI	SI		SI	8
27164	01	D101500761	AU	M	SI	SI		SI	7
27165	02	D101500761	CM	M	SI	SI		SI	7
27166	01	D101500762	AU	M	22	SI		NA	3
27167	02	D101500762	AU	F	29	SI		NA	5
27168	01	D101500763	MO	X	SI	SI		SI	8
27169	01	D101500764	MO	M	36	SI		SI	2
27170	02	D101500764	CM	M	34	SI		SI	5
27171	01	D101500765	MO	M	SI	SI		SI	5
27172	01	D101500766	AU	M	50	HA		NA	7
27173	01	D101500767	AU	M	25	HA		NA	5
27174	02	D101500767	AU	M	31	HA		NA	5
