X,Y,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,PLACA1,TIPO_PLAC1,PLACA2,TIPO_PLAC2,PLACA3,TIPO_PLAC3,TIPO_ACIDE,MI_PRINX
326907.400686025,7380780.45849432,D011700125,09527,06810,,,2017/01/15 00:00:00.000,0630,2,D,,99,535,,,10000000000000000,0100,SU3,16,,04758,06810,FDG9803,AU,,,,,TB,343271
348039.05727055,7388981.43120778,D011700126,59048,,775,,2017/01/27 00:00:00.000,1929,2,D,,69,881,B,,11000000000000000,0100,SE1,73,,59048,,EJO0097,MO,FAI4981,AU,,,CL,343272
335032.726365439,7392770.2768988,D011700127,09148,,1,,2017/01/23 00:00:00.000,2110,4,D,,89,528,,,10000000000000000,0001,SU1,14,,09148,,FUZ9355,AU,,,,,AT,343273
331170.411928181,7397305.08268142,D011700128,03522,,490,,2017/01/09 00:00:00.000,1234,2,D,,23,118,,,11000000000000000,0100,NO2,69,,03522,,LPJ4250,MO,FLY6923,AU,,,SI,343274
330897.955945657,7380038.03809062,D011700129,01086,,249,,2017/01/27 00:00:00.000,2228,4,D,,43,754,,,01000000000000000,0300,SU3,22,,01086,,DRY4662,MO,,,,,AT,343275
326294.630772478,7379866.04215671,D011700130,17110,,1201,,2017/01/23 00:00:00.000,1700,2,D,,102,871,,,11000000000000000,0100,SU4,79,,17110,,EON8022,MO,DCM4855,AU,,,CO,343276
348063.349832238,7396308.81500815,D011700131,12156,,1500,,2017/01/22 00:00:00.000,1920,2,D,,65,245,,,00000010000000000,0100,LE3,5,,12156,,,,,,,,QD,343277
320842.186878378,7398683.75650344,D011700132,01571,,345,,2017/01/10 00:00:00.000,1250,2,D,,33,193,,,11000000000000000,0100,NO1,40,,01571,,EWF8990,MO,FOD4166,AU,,,CO,343278
317667.518670181,7380702.90893388,D011700133,09529,21203,,,2017/01/29 00:00:00.000,0450,2,D,,47,1072,,,10100000000100000,0200,SO3,19,,09529,21203,FGC8556,AU,FWB3810,ON,GKS3239,CM,CV,343279
332341.914584623,7393493.78940818,D011700134,17965,,250,,2017/01/19 00:00:00.000,1100,4,D,,05,259,,,00000000000100000,0100,SO1,7,,17965,,EIQ0552,CM,,,,,AT,343280
356567.701845117,7400903.93673189,D011700135,17820,,5900,,2017/01/10 00:00:00.000,1722,2,D,,50,328,,,10100000000000000,0100,LE2,36,,17820,,EPN5513,AU,ECM8263,ON,,,CL,343281
339362.219600803,7396635.46357086,D011700136,13239,17560,,,2017/01/18 00:00:00.000,0930,4,D,,52,148,,,10000000000000000,0100,LE1,80,,13239,17560,FCU6440,AU,,,,,AT,343282
333729.973555169,7400540.73317716,D011700138,14242,,250,,2017/01/02 00:00:00.000,1745,2,D,,13,50,,,11000000000000000,0100,CN1,70,,14242,,FAP4989,MO,EBW9582,AU,,,CO,343284
331432.208833282,7383793.2006374,D011700139,00641,08705,,,2017/01/01 00:00:00.000,0214,2,D,,35,3,,,01000000000000000,0001,SU2,38,,00641,08705,,,,,,,QM,343285
338057.243144842,7404960.29327759,D011700140,01632,,10,,2017/01/26 00:00:00.000,1114,2,D,,73,882,,,11000000000000000,0100,CN2,81,,01632,,CFY9623,MO,FVN1031,AU,,,CT,343286
326057.464324163,7372869.43122386,D011700141,15507,,5483,,2017/01/24 00:00:00.000,1640,2,D,,85,364,,,11000000000000000,0100,SU4,23,,15507,,EXG8373,MO,FIW7273,AU,,,CO,343287
330722.563279969,7400705.14144877,D011700142,02233,,344,,2017/01/27 00:00:00.000,1637,4,D,,13,837,,,00000000000000010,0100,CN1,21,,02233,,,,,,,,AT,343288
340977.677545163,7389517.32546213,D011700143,05425,,666,,2017/01/20 00:00:00.000,0656,4,D,,42,166,,,10000000000000000,0001,SE2,93,,05425,,DRJ9791,AU,,,,,AT,343289
347666.899844369,7401445.68508759,D011700144,62647,,99,,2017/01/25 00:00:00.000,1657,4,D,,85,766,,,01000000000000000,0300,LE2,28,,62647,,BKZ7277,MO,,,,,AT,343290
352380.933779439,7397276.46076117,D011700145,01801,22555,,,2017/01/09 00:00:00.000,0430,2,D,,32,90,,,11000000000000000,0100,LE3,37,,01801,22555,FJX3922,MO,EBC8500,AU,,,CT,343291
332597.698712422,7394222.37393349,D011700146,01003,,383,,2017/01/14 00:00:00.000,1549,2,D,,05,393,,,01000000000100000,0100,CN3,66,,01003,,CTT9518,MO,OAS5151,CM,,,CL,343292
332713.0502531,7385705.8539939,D011700147,08940,,,,2017/01/05 00:00:00.000,1930,2,D,,35,101,,,11000000000000000,0100,SU1,38,,08940,,FLZ9136,MO,EZA5869,AU,,,CO,343293
328316.840299491,7397307.25021144,D011700148,16463,07491,,,2017/01/14 00:00:00.000,0630,2,D,,23,242,,,20000000000000000,0200,NO1,6,,07491,16463,FVJ0064,AU,DDT5359,AU,,,CT,343294
344886.062051451,7389016.15464524,D011700149,24338,,8301,,2017/01/27 00:00:00.000,1147,2,D,,70,336,C,,01000000000000000,0100,SE2,76,,24338,,EXE9244,MO,,,,,QM,343295
333012.885045216,7394236.31110827,D011700150,19764,,489,,2017/01/11 00:00:00.000,1830,2,D,,36,308,,,11000000000000000,0100,CN3,78,,19764,,EXE9133,MO,FOG7590,AU,,,CO,343296
348958.104345183,7400609.95885652,D011700151,20990,02550,,,2017/01/05 00:00:00.000,0800,2,D,,62,48,,,10001000000000000,0100,LE2,28,,02550,20990,FNS1908,AU,,,,,CO,343297
323192.637773799,7381193.33144843,D011700152,08367,,143,,2017/01/13 00:00:00.000,0800,2,D,,102,476,,,11000000000000000,0100,SO3,46,,08367,,FTM8164,MO,FGI0486,AU,,,CO,343298
337410.060270857,7394469.57281903,D011700153,04543,,125,,2017/01/25 00:00:00.000,0149,2,D,,08,498,,,20000000000000000,0200,SE1,53,,04543,,AQJ2269,AU,BNR7220,AU,CVD5658,AU,CO,343299
333136.418121478,7395965.57337407,D011700154,19017,,587,,2017/01/20 00:00:00.000,1915,4,D,,03,423,,,00100000000000000,0100,CN3,66,,19017,,FFS0580,ON,,,,,AT,343300
330465.182188522,7384529.35579384,D011700155,18464,,40,,2017/01/31 00:00:00.000,1705,2,D,,35,1015,,,01000000000000000,0100,SU2,38,,18464,,FTQ6379,MO,,,,,QM,343301
333741.276572976,7395377.04993174,D011700156,15984,,1,,2017/01/06 00:00:00.000,0620,4,D,,01,119,,,00100000000000000,0100,CN3,78,,15984,,DTE0302,ON,,,,,AT,343302
351407.63769987,7398330.74977006,D011700157,46936,,,PXAV SERTANISTA,2017/01/23 00:00:00.000,1215,4,D,,55,220,,,10000000000000000,0100,LE3,37,,46936,,,,,,,,AT,343303
320720.002481909,7392665.1371054,D011700158,14700,,3400,,2017/01/09 00:00:00.000,1155,2,D,,51,78,,,02000000000000000,0200,OE2,67,,14700,,GYF6397,MO,EWE1271,MO,,,SI,343304
331311.49602226,7381584.33786967,D011700159,05606,,2312,,2017/01/18 00:00:00.000,1630,2,D,,43,298,,,01010000000000000,0100,SU3,22,,05606,,DTR3310,CA,,,,,CO,343305
347884.170560137,7395422.65620015,D011700160,13850,,268,,2017/01/01 00:00:00.000,0130,2,D,,65,4,C,,11000000000000000,0100,LE3,5,,13850,,EQP9651,MO,CFY4497,AU,,,CO,343306
320073.936571279,7381371.52645046,D011700161,05897,,97,,2017/01/17 00:00:00.000,1630,2,D,,92,226,,,01000000000000000,0100,SO3,19,,05897,,FNB6399,MO,,,,,QM,343307
338532.513623679,7390571.52482323,D011700162,10935,,236,,2017/01/29 00:00:00.000,1630,2,D,,56,607,,,11000000000000000,0200,SE2,93,,10935,,CRX2775,MO,DUB6371,AU,,,CO,343308
334602.068069153,7391538.27602684,D011700163,05886,,705,,2017/01/04 00:00:00.000,1400,2,D,,06,38,,,10000000000000000,0400,SU1,90,,05886,,ELW9295,AU,FAB8863,AU,,,CH,343309
337289.323294189,7397488.28222588,D011700164,05845,,1,,2017/01/12 00:00:00.000,1700,2,D,,19,133,,,11000000000000000,0100,CN2,89,,05845,,FAY3404,MO,LTR5387,AU,,,CO,343310
339282.070976765,7397844.5186458,D011700165,19206,,,PX R PDE ESTEVA,2017/01/12 00:00:00.000,1035,2,D,,30,128,,,01000000000100000,0100,CN2,89,,19206,,FJP2536,MO,EON4450,AU,FJP2536,CM,CH,343311
322694.539527022,7406190.27553469,D011700166,18594,,2549,,2017/01/09 00:00:00.000,1008,2,D,,74,108,,,10000000000000000,0100,NO2,42,,18594,,BOE8668,AU,,,,,CH,343312
333706.932982793,7395577.89680636,D011700167,06642,,3000,,2017/01/16 00:00:00.000,0054,2,D,,01,305,,,10000000000000000,0400,CN3,78,,06642,,FAL8737,AU,,,,,CH,343313
343606.500377715,7392215.62783687,D011700168,03852,,484,,2017/01/13 00:00:00.000,2100,2,D,,41,432,,,01100000000000000,0100,SE1,4,,03852,,LZF9159,MO,FSN3509,ON,,,CO,343314
356105.604477512,7392843.23420264,D011700169,62590,,18,,2017/01/01 00:00:00.000,0300,2,D,,44,232,,,02000000000000000,0100,LE3,25,,62590,,DAC9084,MO,,,,,CO,343315
327269.402619772,7362958.97387005,D011700170,37956,,100,,2017/01/01 00:00:00.000,0000,4,D,,101,696,,,01000000000000000,0100,SU4,30,,37956,,,,,,,,AT,343316
326092.462085384,7397598.44139984,D011700171,14698,,267,,2017/01/30 00:00:00.000,0922,4,D,,07,408,,,01000000000000000,0100,NO1,48,,14698,,EIE3083,MO,,,,,AT,343317
330159.018534302,7393869.42427994,D011700172,05245,,3000,,2017/01/13 00:00:00.000,0438,2,D,,78,189,B,,10000000000000000,0100,OE1,45,,05245,,OKB4144,AU,,,,,CH,343318
348394.905802164,7388639.38347414,D011700173,23569,,72,,2017/01/28 00:00:00.000,1815,2,D,,69,908,,,11000000000000000,0100,SE1,73,,23569,,DLO4240,MO,EKZ5991,AU,,,CO,343319
333366.298880564,7397022.33265182,D011700174,17799,,1,,2017/01/09 00:00:00.000,1030,2,D,,02,187,B,,11000000000000000,0100,CN1,9,,17799,,FAP0715,MO,DQZ2685,AU,,,CO,343320
336740.113402197,7403904.67667448,D011700175,08931,,1880,,2017/01/05 00:00:00.000,1750,2,D,,39,156,B,,11000000000000000,0100,CN2,82,,08931,,DYX2250,MO,EUS5184,AU,,,CO,343321
332591.014331484,7386843.00599954,D011700176,13748,,303,,2017/01/01 00:00:00.000,0950,2,D,,16,11,,,11000000000000000,0100,SU2,77,,13748,,DRX2577,MO,DJM6412,AU,,,CO,343322
321526.039116402,7379486.31126448,D011700177,08367,,4170,,2017/01/26 00:00:00.000,1000,2,D,,92,375,,,11000000000000000,0100,SO3,46,,08367,,FCY4018,MO,EVV0683,AU,,,CT,343323
347386.620373495,7394425.30961064,D011700178,67871,,1,,2017/01/29 00:00:00.000,1911,4,D,,66,745,,,01000000000000000,0100,SE1,24,,67871,,EXF6747,MO,,,,,AT,343324
352602.203699758,7398911.47442292,D011700179,09806,09084,,,2017/01/01 00:00:00.000,0330,4,D,,32,1068,,,00000000000000010,0100,LE2,74,,09084,09806,,,,,,,AT,343325
328062.576194291,7385773.68604318,D011700180,16576,,,PX MICHEL OUCHA,2017/01/07 00:00:00.000,1338,4,D,,73,635,,,00000000000100000,0100,SO2,71,,16576,,HAK1110,CM,,,,,AT,343326
359448.924328618,7399728.08930575,D011700181,45755,,9,,2017/01/06 00:00:00.000,1440,2,D,,50,214,,,10100000000000000,0700,LE2,36,,45755,,BIV8330,AU,DTA9519,ON,,,SI,343327
328048.553053641,7372489.91199171,D011700182,03509,,2231,,2017/01/01 00:00:00.000,0130,2,D,,101,6,,,01100000000000000,0100,SU4,30,,03509,,FLZ9647,ON,,,,,CT,343328
322708.933025212,7386327.48728386,D011700183,08483,,2500,,2017/01/31 00:00:00.000,1600,2,D,,89,751,,,01000000000000000,0100,OE3,83,,08483,,GFH7730,,,,,,QM,343329
334620.042752632,7403053.21284012,D011700184,00351,,1671,,2017/01/02 00:00:00.000,1835,2,D,,20,51,,,11000000000000000,0100,CN2,51,,00351,,FWM1935,MO,FKO9305,AU,,,CO,343330
328472.825631335,7389034.53261333,D011700185,04249,14768,,,2017/01/22 00:00:00.000,0615,2,D,,96,600,,,20000000000000000,0100,SO1,35,,04249,14768,FAK0706,AU,EUH6623,AU,,,CO,343331
321641.736249555,7393100.06488229,D011700186,17162,,120,,2017/01/04 00:00:00.000,1132,2,D,,93,42,,,11000000000000000,0100,OE2,67,,17162,,DYT2085,MO,FJZ0621,AU,,,CO,343332
331417.412677645,7399998.8964902,D011700187,06748,,,,2017/01/01 00:00:00.000,0030,2,D,,13,1,,,11000000000000000,0100,CN1,21,,06748,,FEM2028,MO,,,,,SI,343333
333709.168031939,7394653.25052644,D011700188,69149,,100,,2017/01/11 00:00:00.000,1436,4,D,,01,148,,,00000000000100000,0200,CN3,78,,69149,,EPG3172,CM,,,,,AT,343334
350620.049337425,7386567.36967869,D011700189,17824,,16000,,2017/01/08 00:00:00.000,2341,4,D,,55,301,,,10000000000000000,0100,SE2,75,,17824,,CNM5351,AU,,,,,AT,343335
333261.197587953,7391326.45152041,D011700190,12452,,451,,2017/01/09 00:00:00.000,2030,4,D,,06,217,,,10000000000000000,0100,SU1,90,,12452,,FRP4243,AU,,,,,AT,343336
318391.0892326,7377879.52437558,D011700191,12403,,,RUA JOSE CARLOS,2017/01/28 00:00:00.000,2230,4,D,,100,1065,,,01000000000000000,0100,SO3,43,,12403,,DOP7469,MO,,,,,AT,343337
326843.952016881,7383181.26787547,D011700192,02917,,448,,2017/01/20 00:00:00.000,1852,2,D,,11,774,,,11000000000000000,0200,SO2,71,,02917,,EQR4393,MO,FGS7827,AU,,,CO,343338
336046.218135301,7395243.23469845,D011700193,09101,,183,,2017/01/31 00:00:00.000,1405,2,D,,08,639,,,11000000000000000,0100,LE1,10,,09101,,FAU5887,MO,FUY7954,AU,,,CO,343339
343114.129145648,7399431.85475252,D011700194,04128,,1913,,2017/01/30 00:00:00.000,1725,2,D,,10,769,,,11000000000000000,0100,LE2,18,,04128,,DUX6151,MO,EBC0284,AU,,,CO,343340
337161.183159989,7389023.72597267,D011700195,18760,16234,,,2017/01/19 00:00:00.000,2107,2,D,,95,358,,,11000000000000000,0100,SE2,34,,16234,18760,CFY3826,MO,EMF8848,AU,,,CO,343341
333402.611028452,7382363.33049191,D011700196,24491,,12300,,2017/01/15 00:00:00.000,0730,2,D,,97,278,,,10010000000000000,0300,RV1,38,,24491,,EJD7730,AU,FWQ8757,CA,,,CT,343342
327946.429509162,7376674.47897209,D011700197,07359,,50,,2017/01/14 00:00:00.000,2244,2,D,,48,345,,,11000000000000000,0100,SU3,23,,07359,,EHM8624,MO,EYB2162,AU,,,SI,343343
339848.602666951,7398483.76126889,D011700198,11073,,47,,2017/01/24 00:00:00.000,1504,2,D,,90,258,,,11000000000000000,0100,CN2,89,,11073,,DCS0120,MO,FSG3832,AU,,,CL,343344
337187.356248652,7395738.4017601,D011700199,03896,03072,,,2017/01/19 00:00:00.000,1228,2,D,,81,130,,,01000000000100000,0100,LE1,8,,08249,10925,DAC5716,MO,EAP8342,CM,,,CT,343345
332235.122497901,7400457.37387659,D011700200,09078,,687,,2017/01/16 00:00:00.000,1955,2,D,,13,468,,,10000000000000000,0200,CN1,70,,09078,,DUD9736,AU,,,,,CH,343346
330219.704018204,7399865.79934474,D011700201,03091,18948,,,2017/01/27 00:00:00.000,0635,2,D,,40,326,,,11000000000000000,0100,CN1,21,,03091,18948,DUW7292,MO,IPW7309,CM,,,CO,343347
317703.066419303,7380984.13963095,D011700202,09529,,6800,,2017/01/11 00:00:00.000,2030,4,D,,47,1001,,,00000000000000010,0100,OE3,19,,09529,,,,,,,,AT,343348
321807.387971925,7388242.28359647,D011700203,08483,,282,,2017/01/06 00:00:00.000,1900,2,D,,89,70,,,11000000000000000,0100,OE3,94,,08483,,FBO9425,AU,BYK8385,,,,CT,343349
331236.704327429,7397977.67656227,D011700204,01427,16514,,,2017/01/12 00:00:00.000,1900,2,D,,23,466,,,11000000000000000,0100,NO2,69,,01427,16514,EJR3957,MO,FER8526,AU,,,CO,343350
326220.542724283,7404955.91064223,D011700205,68396,,110,,2017/01/03 00:00:00.000,1500,2,D,,74,234,,,00000001000000000,0100,NO2,11,,68396,,,,,,,,QD,343351
349381.435080328,7387968.51457531,D011700206,22141,,1,,2017/01/26 00:00:00.000,0449,2,D,,49,947,,,10000000000000000,0200,SE1,73,,22141,,DIQ3601,AU,,,,,CH,343352
320006.558117281,7390542.17408476,D011700207,16878,,16000,,2017/01/17 00:00:00.000,0730,2,D,,75,183,,,01000000000000000,0100,RV1,65,,16878,,DZM6079,MO,PYL3396,AU,,,QM,343353
332504.288130636,7396970.08287887,D011700208,11137,,643,,2017/01/04 00:00:00.000,1320,4,D,,02,71,,,00000000000100000,0100,CN1,9,,11137,,FGV6741,CM,,,,,AT,343354
321537.912679045,7397789.78045223,D011700209,33234,,3278,,2017/01/14 00:00:00.000,1700,2,D,,33,275,,,11000000000000000,0100,TT,40,,29772,,BVE1850,MO,BPJ8707,AU,,,CO,343355
324024.936375169,7407438.19600018,D011700210,18594,,5,,2017/01/07 00:00:00.000,0558,4,D,,74,178,,,00100000000000000,0100,NO2,42,,18594,,ELW6035,ON,,,,,AT,343356
327313.27436213,7392174.6535412,D011700211,06819,,167,,2017/01/09 00:00:00.000,1806,4,D,,15,188,,,00100000000000000,0100,OE1,62,,06819,,EZL9829,ON,,,,,AT,343357
318482.281901425,7378458.51603686,D011700212,12403,,1832,,2017/01/23 00:00:00.000,1230,2,D,,92,850,B,,11000000000000000,0100,SO3,43,,12403,,DJM9621,AU,DVM3962,AU,DVM3962,AU,CV,343358
325090.260364137,7387419.19384719,D011700213,14267,,5680,,2017/01/28 00:00:00.000,1206,2,D,,34,635,,,21000000000000000,0100,SO2,83,,14267,,FAV8930,MO,FOI2955,AU,FGM6286,AU,CO,343359
331566.347682219,7388592.20534974,D011700214,17478,,553,,2017/01/25 00:00:00.000,1536,2,D,,16,842,C,,11000000000000000,0100,SU2,77,,17478,,DGH3688,MO,EUL6445,AU,,,CT,343360
353102.87208323,7396572.64176968,D011700215,35915,,1869,,2017/01/08 00:00:00.000,1040,2,D,,103,207,,,20000000000000000,0300,LE3,37,,35915,,EEM3196,AU,DCM9672,AU,,,CO,343361
343992.250648134,7396793.82627987,D011700216,07645,,2869,,2017/01/20 00:00:00.000,1610,2,D,,30,291,,,01100000000000000,0100,LE1,59,,07645,,BPS0865,MO,FSR9487,ON,,,CO,343362
345913.833370927,7397226.4749749,D011700217,01702,05957,,,2017/01/05 00:00:00.000,0920,2,D,,21,71,,,02000000000000000,0100,LE1,91,,01702,05957,FIN9489,MO,,,,,CO,343363
329849.660239992,7386168.12266863,D011700218,08957,,1017,,2017/01/14 00:00:00.000,1009,2,D,,35,459,,,10100000000000000,0200,SO1,15,,08957,,CBA6714,AU,DTB4774,ON,,,CF,343364
337124.120395197,7397917.48640446,D011700219,01930,00541,,,2017/01/14 00:00:00.000,1140,2,D,,19,243,,,20000000000000000,0100,CN2,89,,00541,01930,EMR1445,AU,AMA8712,AU,,,CO,343365
332835.09612629,7397709.25889096,D011700220,18412,,20,,2017/01/27 00:00:00.000,1820,4,D,,02,571,,,10000000000000000,0100,CN1,9,,18412,,ELH9581,AU,ELH9581,AU,,,AT,343366
318147.198361505,7390830.38585914,D011700221,28666,,,,2017/01/20 00:00:00.000,1840,4,D,,75,191,,,01000000000000000,0100,OE2,65,,28666,,GGQ0420,MO,,,,,AT,343367
355324.966487271,7395707.17084005,D011700222,14913,,700,,2017/01/12 00:00:00.000,1400,2,D,,68,163,,,10100000000000000,0100,LE3,31,,14913,,FHS7727,AU,EFW4503,ON,,,CO,343368
335383.145480008,7402910.83346306,D011700223,14767,,2398,,2017/01/16 00:00:00.000,1324,2,D,,20,535,,,20000000000000000,0100,CN2,82,,14767,,FLY9365,AU,FRY2582,AU,,,CO,343369
330786.971166137,7400700.34677914,D011700224,02233,,394,,2017/01/10 00:00:00.000,1813,4,D,,40,287,,,01000000000000000,0200,CN1,21,,02233,,FAY9908,MO,,,,,AT,343370
327154.79217994,7389934.39077016,D011700225,26502,,1,,2017/01/10 00:00:00.000,1430,2,D,,96,108,,,11000000000000000,0100,PB,54,,26502,,FRA7308,MO,DLM1118,AU,,,CT,343371
328691.108278422,7399152.48554961,D011700226,26089,,615,,2017/01/29 00:00:00.000,2224,2,D,,40,907,,,11000000000000000,0100,NO2,50,,26089,,EYQ4430,AU,,,,,CO,343372
333437.085694476,7395081.86955577,D011700227,07024,,1,,2017/01/16 00:00:00.000,2258,4,D,,01,324,,,10000000000000000,0100,CN3,78,,07024,,CSJ3304,AU,,,,,AT,343373
333865.241030649,7394387.2240486,D011700228,08024,,28,,2017/01/03 00:00:00.000,2122,4,D,,01,55,,,10000000000000000,0100,CN3,78,,08024,,EAB1007,AU,,,,,AT,343374
321463.873862585,7402547.73048233,D011700229,14129,,603,,2017/01/11 00:00:00.000,1850,2,D,,33,220,,,11000000000000000,0100,NO1,63,,14129,,ESL9805,MO,DIK7327,AU,,,CO,343375
336875.928101917,7397030.60535726,D011700230,06371,,20,,2017/01/20 00:00:00.000,1940,2,D,,81,269,B,,11000000000000000,0100,TT,8,,29772,,KVN4034,MO,,,,,CT,343376
326972.931980392,7374226.99433524,D011700231,03509,,,,2017/01/02 00:00:00.000,1630,2,D,,101,276,,,01000000000000010,0100,SU4,23,,03509,,,,,,,,CT,343377
330460.007052497,7397299.31514278,D011700232,19496,29036,,,2017/01/04 00:00:00.000,0958,2,D,,23,44,,,11000000000000000,0100,NO2,6,,19496,29036,EXE3427,MO,DGD0017,AU,,,CO,343378
320527.636333372,7384448.76582184,D011700233,64915,,522,,2017/01/04 00:00:00.000,2200,4,D,,37,87,,,01000000000000000,0100,OE3,17,,64915,,DOA3636,MO,,,,,AT,343379
336066.12145238,7394323.33692996,D011700234,19163,,200,,2017/01/13 00:00:00.000,1910,2,D,,08,293,,,11000000000000000,0100,SE1,53,,19163,,EXK5789,MO,FLI2672,AU,,,CO,343380
334346.015070624,7400286.43996009,D011700235,20089,17843,,,2017/01/02 00:00:00.000,1340,2,D,,09,41,,,11000000000000000,0100,CN2,70,,17843,20089,DXL9149,MO,FJZ5845,AU,,,CT,343381
351288.42312549,7397187.89047163,D011700236,08025,46936,,,2017/01/10 00:00:00.000,0139,2,D,,64,271,,,10000000000000000,0100,LE3,37,,00184,46936,CJB9825,AU,,,,,CH,343382
321694.627604751,7383359.5861975,D011700237,19299,,189,,2017/01/01 00:00:00.000,0300,2,D,,92,8,,,10000000000000000,0100,SO3,46,,19299,,CVS9955,AU,,,,,CH,343383
351179.315930279,7394551.42278803,D011700238,18803,11294,,,2017/01/06 00:00:00.000,1252,2,D,,32,83,,,11000000000000000,0100,SE1,57,,11294,18803,CDI1335,MO,EZG4408,AU,,,SI,343384
329439.215169046,7378177.34251697,D011700239,00852,,1,,2017/01/23 00:00:00.000,0620,4,D,,98,881,,,01000000000000000,0100,SU3,58,,00852,,EXF7359,MO,,,,,AT,343385
327102.483680361,7389050.48623859,D011700240,06238,,11000,,2017/01/20 00:00:00.000,1100,2,D,,96,305,,,11000000000000000,0100,PB,35,,13014,,FPW1155,MO,DJA8268,AU,,,CT,343386
339607.829295912,7402132.39785664,D011700241,13822,04749,,,2017/01/21 00:00:00.000,0020,2,D,,90,709,,,10100000000000000,0100,CN2,92,,04749,13822,FJP9856,ON,PWS9908,CM,,,CO,343387
328140.350676789,7387053.73132188,D011700242,31919,16535,,,2017/01/01 00:00:00.000,2340,2,D,,96,102,,,11000000000000000,0100,SO1,35,,16535,31919,FVJ1408,MO,ELK2041,CM,,,CO,343388
328171.250464858,7385990.38913129,D011700243,35644,,1,,2017/01/12 00:00:00.000,2000,2,D,,27,346,,,11000000000000000,0100,SO1,15,,10918,,EGK1200,MO,PWL3771,AU,,,CV,343389
322265.899177164,7387493.82263901,D011700244,18561,,811,,2017/01/12 00:00:00.000,1709,2,D,,89,263,,,11000000000000000,0100,OE3,94,,18561,,DZQ4389,MO,FIS4353,AU,,,CO,343390
324901.929233068,7394799.05307708,D011700245,07257,03339,,,2017/01/25 00:00:00.000,2346,2,D,,14,667,,,01000000000000010,0100,OE2,2,,02316,07257,KOR5158,MO,,,,,CT,343391
337614.95949202,7406623.73455417,D011700246,42220,,700,,2017/01/23 00:00:00.000,0301,2,D,,73,775,,,10000000000000000,0200,CN2,81,,42220,,DSB4670,AU,,,,,CH,343392
350314.373701138,7395151.24839635,D011700247,47022,,126,,2017/01/21 00:00:00.000,0710,4,D,,65,613,,,00100000000000000,0100,LE3,37,,47022,,EZL0996,ON,,,,,AT,343393
324668.146058176,7369867.8074091,D011700248,33015,,100,,2017/01/11 00:00:00.000,1920,2,D,,25,164,B,,11000000000000000,0100,SU4,55,,33015,,EJP5702,MO,EZE8606,AU,,,CO,343394
327212.84526755,7405465.11872557,D011700249,65066,,450,,2017/01/28 00:00:00.000,2340,2,D,,74,828,,,11000000000000000,0100,NO2,11,,65066,,EXG5450,MO,BGJ3109,,,,CO,343395
318190.960191159,7378614.37366676,D011700250,79221,,36,,2017/01/09 00:00:00.000,0130,4,D,,47,301,,,01000000000000000,0100,SO3,43,,79221,,FUS8570,MO,,,,,AT,343396
334074.925140961,7397615.81121267,D011700251,05567,16531,,,2017/01/16 00:00:00.000,0630,2,D,,12,202,,,10100000000000000,0200,CN2,56,,05567,16531,EUV9316,AU,EZU5245,ON,,,CO,343397
330074.595276383,7371779.15050646,D011700252,01001,,,PX AMARO DOMING,2017/01/01 00:00:00.000,1508,4,D,,101,17,,,10000000000000000,0101,SU4,30,,01001,,EQY5961,AU,,,,,AT,343398
357398.492994375,7388967.44986435,D011700253,45563,,2775,,2017/01/02 00:00:00.000,1050,4,D,,54,34,,,10100000000000000,0001,LE3,25,,45563,,ECT8931,ON,,,,,AT,343399
319828.166355906,7381116.72308388,D011700254,64889,,1,,2017/01/18 00:00:00.000,2325,2,D,,47,697,,,01000000000000000,0100,SO3,19,,64889,,EJP0070,MO,,,,,SI,343400
